taxonID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
OSROUCKLU48Z50CZCBL6PR,Romania,RO,present,introduced,invasive,naturalDispersal,1942/2025,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | Grosu Al, Nadra E (1946) Fiber zibethicus in Romania. Revista geografica I.C.G.R. 3(4):363-367 | Dobrivici-Bacalbasa N (1946) Ospecie de rozator, noua pentru Romania,Natura 35(1):18-19. | Calinescu R, Bunescu A (1958) Raspandirea geografica a bizamului (Ondatra zibethica L.), in R. P. R. Buletinul Institutului de Cercetari Piscicole, 2, 78-82. | GBIF.org (2026) Occurrence Download. The Global Biodiversity Information Facility. https://doi.org/10.15468/dl.bsx44w",species of Union Concern (Regulation 1143/2014)
OSROUCKLUCW2K47W4N989V,Romania,RO,present,introduced,colonising,transportContaminant,1908/2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLUCW2K47W4N989V,Romania,RO,present,introduced,colonising,parasitesOnPlants,1908/2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLUJLC50TJ9TVCP5,Romania,RO,present,introduced,invasive,corridor,1950/2017,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Lacourt AW (1968) A monograph of the freshwater Bryozoa - Phylactolaemata. Zoologische Verhandelingen, 93: 1-159",
OSROUCKLUJLC50TJ9TVCP5,Romania,RO,present,introduced,invasive,naturalDispersal,1950/2017,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Lacourt AW (1968) A monograph of the freshwater Bryozoa - Phylactolaemata. Zoologische Verhandelingen, 93: 1-159",
OSROUCKLUJLC50TJ9TVCP5,Romania,RO,present,introduced,invasive,transportStowaway,1950/2017,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Lacourt AW (1968) A monograph of the freshwater Bryozoa - Phylactolaemata. Zoologische Verhandelingen, 93: 1-159",
OSROUCKLUWWVOBBXBXI4D4,Romania,RO,present,introduced,colonising,transportStowaway,2006/2022,"Olenici N, Balacenoiu F, Tomescu R, Netoiu C, Buzatu A, Alexandru A (2022) Invasive alien forest insect species in south-eastern Romania. Notulae Botanicae Horti Agrobotanici Cluj-Napoca 50: 12618. https://doi.org/10.15835/nbha50112618 | Chumroenphat T, Saensouk S (2022) Taxonomy, phytochemical and bioactive compounds and potential use as material with different drying methods of Alpinia latilabris Ridl. new record from Thailand. Notulae Botanicae Horti Agrobotanici Cluj-Napoca 50: 12619. https://doi.org/10.15835/nbha50112619",
OSROUCKLUWWVOBBXBXI4D4,Romania,RO,present,introduced,colonising,naturalDispersal,2006/2022,"Olenici N, Balacenoiu F, Tomescu R, Netoiu C, Buzatu A, Alexandru A (2022) Invasive alien forest insect species in south-eastern Romania. Notulae Botanicae Horti Agrobotanici Cluj-Napoca 50: 12618. https://doi.org/10.15835/nbha50112618 | Chumroenphat T, Saensouk S (2022) Taxonomy, phytochemical and bioactive compounds and potential use as material with different drying methods of Alpinia latilabris Ridl. new record from Thailand. Notulae Botanicae Horti Agrobotanici Cluj-Napoca 50: 12619. https://doi.org/10.15835/nbha50112619",
OSROUCKLUXOJZFN4GY7CLN,Romania,RO,doubtful,uncertain,established,transportContaminant,1908/2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68. | (2001) Handbook of Vegetable Pests. https://doi.org/10.1016/B978-0-12-158861-8.X5000-5,
OSROUCKLUXOJZFN4GY7CLN,Romania,RO,doubtful,uncertain,established,parasitesOnPlants,1908/2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68. | (2001) Handbook of Vegetable Pests. https://doi.org/10.1016/B978-0-12-158861-8.X5000-5,
OSROUCKLUXOJZFN4GY7CLN,Romania,RO,doubtful,uncertain,established,naturalDispersal,1908/2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68. | (2001) Handbook of Vegetable Pests. https://doi.org/10.1016/B978-0-12-158861-8.X5000-5,
OSROUCKLV1VUDD0KUTZ6OK,Romania,RO,present,introduced,reproducing,releaseInNature,2000/2026,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | Fanaru G, Petrovan S, Bancila RI, Vizireanu MG, Dragan O, Vlad SE, Rozylowicz L, Cogalniceanu D (2024) Nesting ecology and confirmed breeding of the invasive pond slider Trachemys scripta in an urban environment, Romania. European Journal of Wildlife Research 70. https://doi.org/10.1007/s10344-024-01815-1 | https://www.inaturalist.org/observations/342732440",species of Union Concern (Regulation 1143/2014)
OSROUCKLV1VUDD0KUTZ6OK,Romania,RO,present,introduced,reproducing,PublicGardenZooAquaria,2000/2026,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | Fanaru G, Petrovan S, Bancila RI, Vizireanu MG, Dragan O, Vlad SE, Rozylowicz L, Cogalniceanu D (2024) Nesting ecology and confirmed breeding of the invasive pond slider Trachemys scripta in an urban environment, Romania. European Journal of Wildlife Research 70. https://doi.org/10.1007/s10344-024-01815-1 | https://www.inaturalist.org/observations/342732440",species of Union Concern (Regulation 1143/2014)
OSROUCKLV1VUDD0KUTZ6OK,Romania,RO,present,introduced,reproducing,pet,2000/2026,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | Fanaru G, Petrovan S, Bancila RI, Vizireanu MG, Dragan O, Vlad SE, Rozylowicz L, Cogalniceanu D (2024) Nesting ecology and confirmed breeding of the invasive pond slider Trachemys scripta in an urban environment, Romania. European Journal of Wildlife Research 70. https://doi.org/10.1007/s10344-024-01815-1 | https://www.inaturalist.org/observations/342732440",species of Union Concern (Regulation 1143/2014)
OSROUCKLV4N42GRGQ6729R,Romania,RO,present,introduced,colonising,transportStowaway,2018/2018,"Bancila R, Skolka M, Ivanova P, Surugiu V, Stefanova K, Todorova V, Zenetos A (2022) Alien species of the Romanian and Bulgarian Black Sea coast: state of knowledge, uncertainties, and needs for future research. Aquatic Invasions 17: 253-273. https://doi.org/10.3391/ai.2022.17.3.02 | Teaca A, Begun T, Muresan M (2021) Annelid invaders in the Black Sea region: The distribution of Streblospio gynobranchiata and first occurrence of Laonome xeprovala. Global Ecology and Conservation 32: e01920. https://doi.org/10.1016/j.gecco.2021.e01920",
OSROUCKLV8ZIJKTD4UIH1L,Romania,RO,present,introduced,colonising,transportStowaway,1961/1961,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti. | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKLV8ZIJKTD4UIH1L,Romania,RO,present,introduced,colonising,ballastWater,1961/1961,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti. | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKLV8ZIJKTD4UIH1L,Romania,RO,present,introduced,colonising,naturalDispersal,1961/1961,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti. | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKLV9GNAMNWK0YPY3,Romania,RO,present,introduced,colonising,transportStowaway,2020/2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLV9GNAMNWK0YPY3,Romania,RO,present,introduced,colonising,parasitesOnPlants,2020/2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLVAFPNT9MMLEIYT,Romania,RO,present,introduced,colonising,transportContaminant,2015/2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Radac IA (2022) Expansiunea unor specii native sau alogene de bruchine si heteroptere in Romania (Insecta: Coleoptera, Heteroptera). Teza de doctorat, Universitatea Babes-Bolyai, Cluj-Napoca. https://teze.doctorat.ubbcluj.ro",
OSROUCKLVAFPNT9MMLEIYT,Romania,RO,present,introduced,colonising,naturalDispersal,2015/2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Radac IA (2022) Expansiunea unor specii native sau alogene de bruchine si heteroptere in Romania (Insecta: Coleoptera, Heteroptera). Teza de doctorat, Universitatea Babes-Bolyai, Cluj-Napoca. https://teze.doctorat.ubbcluj.ro",
OSROUCKLVAHTSOZRCN4MZ6,Romania,RO,present,introduced,invasive,waterwaysBasinsSeas,1927/2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Bancila R, Skolka M, Ivanova P, Surugiu V, Stefanova K, Todorova V, Zenetos A (2022) Alien species of the Romanian and Bulgarian Black Sea coast: state of knowledge, uncertainties, and needs for future research. Aquatic Invasions 17: 253-273. https://doi.org/10.3391/ai.2022.17.3.02",
OSROUCKLVAHTSOZRCN4MZ6,Romania,RO,present,introduced,invasive,ballastWater,1927/2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Bancila R, Skolka M, Ivanova P, Surugiu V, Stefanova K, Todorova V, Zenetos A (2022) Alien species of the Romanian and Bulgarian Black Sea coast: state of knowledge, uncertainties, and needs for future research. Aquatic Invasions 17: 253-273. https://doi.org/10.3391/ai.2022.17.3.02",
OSROUCKLVAHTSOZRCN4MZ6,Romania,RO,present,introduced,invasive,hullFouling,1927/2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Bancila R, Skolka M, Ivanova P, Surugiu V, Stefanova K, Todorova V, Zenetos A (2022) Alien species of the Romanian and Bulgarian Black Sea coast: state of knowledge, uncertainties, and needs for future research. Aquatic Invasions 17: 253-273. https://doi.org/10.3391/ai.2022.17.3.02",
OSROUCKLVBCFMS4GTXWWGH,Romania,RO,present,introduced,colonising,transportStowaway,1994/2022,"Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKLVBCFMS4GTXWWGH,Romania,RO,present,introduced,colonising,ballastWater,1994/2022,"Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKLVBCFMS4GTXWWGH,Romania,RO,present,introduced,colonising,naturalDispersal,1994/2022,"Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKLVEAROF2NBWXE3M,Romania,RO,present,introduced,colonising,transportContaminant,2023/2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLVEAROF2NBWXE3M,Romania,RO,present,introduced,colonising,naturalDispersal,2023/2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLVFQFS2NHTTD18L,Romania,RO,present,introduced,colonising,transportContaminant,2023/2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLVFQFS2NHTTD18L,Romania,RO,present,introduced,colonising,naturalDispersal,2023/2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKLVG8IKBV7RJCQDI,Romania,RO,present,introduced,colonising,transportContaminant,2010/2010,"Rabitsch W (2010) Pathways and vectors of alien arthropods in Europe. Chapter 3. BioRisk 4: 27-43. https://doi.org/10.3897/biorisk.4.60 | Kenis M, Roques A (2010) Lice and Fleas (Phthiraptera and Siphonaptera). Chapter 13.4. BioRisk 4: 833-849. https://doi.org/10.3897/biorisk.4.65",
OSROUCKLVG8IKBV7RJCQDI,Romania,RO,present,introduced,colonising,naturalDispersal,2010/2010,"Rabitsch W (2010) Pathways and vectors of alien arthropods in Europe. Chapter 3. BioRisk 4: 27-43. https://doi.org/10.3897/biorisk.4.60 | Kenis M, Roques A (2010) Lice and Fleas (Phthiraptera and Siphonaptera). Chapter 13.4. BioRisk 4: 833-849. https://doi.org/10.3897/biorisk.4.65",
OSROUCKLVI53M19IJ72UEX,Romania,RO,present,introduced,released,biologicalControl,2010/2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Roques A, Kenis M, Lees D, Lopez-Vaamonde C, Rabitsch W, Rasplus J-Y, Roy DB (Eds) (2010) Alien Terrestrial Arthropods of Europe. Pensoft, Sofia, 1038 pp. https://doi.org/10.3897/biorisk.4.62",
OSROUCKLVJDR05K2BVSZKC,Romania,RO,present,introduced,invasive,PublicGardenZooAquaria,2008/2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",species of Union Concern (Regulation 1143/2014)
OSROUCKLVJDR05K2BVSZKC,Romania,RO,present,introduced,invasive,naturalDispersal,2008/2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",species of Union Concern (Regulation 1143/2014)
OSROUCKLVJDR05K2BVSZKC,Romania,RO,present,introduced,invasive,releaseInNature,2008/2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",species of Union Concern (Regulation 1143/2014)
