taxon_id,scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,introduction pathway 1,introduction pathway 2,introduction pathway 3,date first observation,date last observation,source,remarks,native range,terrestrial,marine,freshwater,host,date added,added by,verified by
OSROUCKLAZTI9DNRDWAKP3,"Eriococcus glyceriae Green, 1921",Animalia,Arthropoda,Insecta,Hemiptera,Eriococcidae,Kaweckia,species,ICZN,Romania,RO,doubtful,uncertain,established,transportContaminant,parasitesOnPlants,naturalDispersal,2010,2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.,,Eastern Asia,TRUE,FALSE,FALSE,Poaceae,2026-03-18,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLJSZJ1971AV4JUT,"Eriococcus zygophylli Archangelskaya, 1931",Animalia,Arthropoda,Insecta,Hemiptera,Eriococcidae,Rhizococcus,species,ICZN,Romania,RO,doubtful,uncertain,established,transportContaminant,parasitesOnPlants,naturalDispersal,2010,2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.,,Eastern Asia,TRUE,FALSE,FALSE,Zygophyllum,2026-03-18,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLB3H53VGDAAXR0T,"Nezara viridula (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara,species,ICZN,Romania,RO,present,introduced,invasive,naturalDispersal,contaminantOnPlants,,2010,2025,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | https://www.inaturalist.org/photos/607143826",,Eastern Africa,TRUE,FALSE,FALSE,Plantae,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Ioana Cristina Constantinescu
OSROUCKLQI6CEVB45M3PL4,"Aphytis mytilaspidis (Le Baron, 1870)",Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Aphytis,species,ICZN,Romania,RO,doubtful,uncertain,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Cocquempot C, Lindelow A (2010) Longhorn beetles (Coleoptera, Cerambycidae). Chapter 8.1. BioRisk 4: 193-218. https://doi.org/10.3897/biorisk.4.56",,Northern America,TRUE,FALSE,FALSE,Diaspididae,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLQYXQQHVZS2P9BY,"Encarsia formosa (Gahan, 1924)",Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Encarsia,species,ICZN,Romania,RO,doubtful,uncertain,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Coeur d'Acier A, Perez-Hidalgo N, Petrovic-Obradovic O (2010) Aphids (Hemiptera, Aphididae) Chapter 9.2. BioRisk 4: 435-474. https://doi.org/10.3897/biorisk.4.57",,Central America | South America,TRUE,FALSE,FALSE,Aleyrodidae,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL0C9231FHCXZ3G3,"Encarsia perniciosi (Tower, 1913)",Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Encarsia,species,ICZN,Romania,RO,doubtful,uncertain,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Navajas M, Migeon A, Estrada-Pena A, Mailleux A-C, Servigne P, Petanovic R (2010) Mites and ticks (Acari). Chapter 7.4. BioRisk 4: 149-192. https://doi.org/10.3897/biorisk.4.58",,Eastern Asia,TRUE,FALSE,FALSE,Quadraspidiotus perniciosus,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLN6APL71DJD69WG,"Ageniaspis fuscicollis (Dalman, 1820)",Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,Ageniaspis,species,ICZN,Romania,RO,doubtful,uncertain,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Mifsud D, Cocquempot C, Muhlethaler R, Wilson M, Streito J-C (2010) Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylloxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha. Chapter 9.4. BioRisk 4: 511-552. https://doi.org/10.3897/biorisk.4.63",,Southern Europe | Northern Africa | Western Asia,TRUE,FALSE,FALSE,Yponomeuta | Prays oleae,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLGP1JMIQ325ESFY,Ooencyrtus kuwanai (Howard),Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,Ooencyrtus,species,ICZN,Romania,RO,doubtful,uncertain,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Reynaud P (2010) Thrips (Thysanoptera). Chapter 13.1. BioRisk 4: 767-791. https://doi.org/10.3897/biorisk.4.59",,Eastern Asia,TRUE,FALSE,FALSE,Lymantria dispar,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLZYHO7PI2EP23OO,"Pheidole megacephala (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,species,ICZN,Romania,RO,doubtful,uncertain,established,transportStowaway,naturalDispersal,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55",,Sub-Saharan Africa,TRUE,FALSE,FALSE,,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL759HW84STSFDA9,"Megastigmus wachtli Steiner, 1916",Animalia,Arthropoda,Insecta,Hymenoptera,Megastigmidae,Megastigmus,species,ICZN,Romania,RO,doubtful,uncertain,established,parasitesOnPlants,transportContaminant,naturalDispersal,2010,,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Cocquempot C, Lindelow A (2010) Longhorn beetles (Coleoptera, Cerambycidae). Chapter 8.1. BioRisk 4: 193-218. https://doi.org/10.3897/biorisk.4.56",,Eastern Asia,TRUE,FALSE,FALSE,Cupressus,2026-03-08,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLCAH7AKUQGVKPYI,"Anisopteromalus calandrae (Howard, 1881)",Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Anisopteromalus,species,ICZN,Romania,RO,doubtful,uncertain,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Rabitsch W (2010) Pathways and vectors of alien arthropods in Europe. Chapter 3. BioRisk 4: 27-43. https://doi.org/10.3897/biorisk.4.60",,Cryptogenic,TRUE,FALSE,FALSE,Sitophilus | Callosobruchus,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL7A5XTJEPJ26PBH,Spalangia cameroni Perkins 1910,Animalia,Arthropoda,Insecta,Hymenoptera,Spalangiidae,Spalangia,species,ICZN,Romania,RO,doubtful,uncertain,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Denux O, Zagatti P (2010) Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinelidae. Chapter 8.5. BioRisk 4: 315-406. https://doi.org/10.3897/biorisk.4.61",,Northern America,TRUE,FALSE,FALSE,Musca domestica | Stomoxys calcitrans,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLHKL8C08K0WSXGE,"Sceliphron curvatum (F. Smith, 1870)",Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,species,ICZN,Romania,RO,present,introduced,colonising,naturalDispersal,transportStowaway,,2010,2023,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",,Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLVI53M19IJ72UEX,"Trichogramma dendrolimi Matsumura, 1926",Animalia,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,Trichogramma,species,ICZN,Romania,RO,present,introduced,released,biologicalControl,,,2010,2010,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Roques A, Kenis M, Lees D, Lopez-Vaamonde C, Rabitsch W, Rasplus J-Y, Roy DB (Eds) (2010) Alien Terrestrial Arthropods of Europe. Pensoft, Sofia, 1038 pp. https://doi.org/10.3897/biorisk.4.62",,Asia,TRUE,FALSE,FALSE,Lepidoptera,2026-03-15,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLHNH15AE3ABCDQW,"Cryptographis perspectalis Walker, 1859",Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,naturalDispersal,,2010,2023,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",,Eastern Asia,TRUE,FALSE,FALSE,Buxus,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL5GMPHGQ7QYF3JE,"Gravitarmata margarotana (Heinemann, 1863)",Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gravitarmata,species,ICZN,Romania,RO,present,introduced,colonising,transportContaminant,transportStowaway,,2010,2016,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",,Asia,TRUE,FALSE,FALSE,Picea,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLXJ7O1LV8FZWE50,"Branta canadensis (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,ICZN,Romania,RO,present,introduced,casual,PublicGardenZooAquaria,OtherEscape,escapeFromConfinement,2010,2026,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | https://www.inaturalist.org/observations/335634216",last observation: Marian Tudor personal observations,Northern America,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marian Tudor
OSROUCKLOSKADISSFPIGEZ,"Psittacula krameri (Scopoli, 1769)",Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Psittacula,species,ICZN,Romania,RO,present,introduced,reproducing,releaseInNature,PublicGardenZooAquaria,pet,2010,2026,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | https://www.inaturalist.org/observations/339729997",last observation: Marian Tudor personal observations,Northern Africa | Western Africa | Middle Africa | Eastern Africa | Southern Asia | South-eastern Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marian Tudor
OSROXQ2E97NJKX989K,Erigeron bonariensis L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,species,ICN,Romania,RO,present,introduced,invasive,naturalDispersal,,,2010,2021,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Negrean G, Ciortan I (2014) Alien and potentially invasive plants from Geopark Plateau Mehedinti. Journal of Horticulture, Forestry and Biotechnology 18(1): 84-95",,Brazil | Caribbean | Central America | Mexico | Northern South America | Southern South America | Western South America,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSROUXERDZSYZQNOTJ,Philadelphus pubescens Loisel.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Philadelphus,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,transportContaminant,,2010,2021,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539",,North-Central U.S.A. | South-Central U.S.A. | Southeastern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
OSROUCKLQL286BQ9EVL0FT,"Streblospio gynobranchiata Rice & Levin, 1998",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Streblospio,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,,,2011,2016,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,"Northern America (Florida, Gulf of Mexico) | Atlantic Ocean (W)",FALSE,TRUE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLPVQRCOXGY7BBSF,"Pemphigus populitransversus Riley ex Riley & Monell, 1879",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Pemphigus,species,ICZN,Romania,RO,doubtful,uncertain,established,transportContaminant,parasitesOnPlants,naturalDispersal,2011,2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.,,Northern America,TRUE,FALSE,FALSE,Populus,2026-03-18,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLQ9L34PCYSF6XSM,"Oceanaspidiotus spinosus (Comstock, 1883)",Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Oceanaspidiotus,species,ICZN,Romania,RO,doubtful,uncertain,established,transportContaminant,parasitesOnPlants,naturalDispersal,2011,2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68. | DAISIE (2011) Datamining - Invasive Species Databases. www.europe-aliens.org,,Eastern Asia,TRUE,FALSE,FALSE,Actinidia | Persea americana | Citrus | Malus | Vitis | Plantae,2026-03-18,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLZJF3K0K94NN5EF,"Stictocephala alta (Walker, 1851)",Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Stictocephala,species,ICZN,Romania,RO,doubtful,uncertain,established,transportStowaway,naturalDispersal,,2011,2018,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",,Northern America,TRUE,FALSE,FALSE,Plantae,2026-03-18,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROBWYPLZ91M70GM0,Yucca filamentosa L.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,2011,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Karacsonyi C (2011) Flora si vegetatia dealurilor Tasnadului si a colinelor marginale. Arad: Vasile Goldis University Pres",,Northeastern U.S.A. | Southeastern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSRONZE3NMZD3BC049,Coix lacryma-jobi L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Coix,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,2011,2020,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Doroftei M, Oprea A, Stefan N Sirbu I (2011) Vascular wild flora of Danube Delta. Biosphere Reserve. Scientific Annals of the Danube Delta Institute 17: 16-52",,China | Eastern Asia | Indian Subcontinent | Indo-China | Malesia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSRO1RQQOU7R8UW4JR,Gaillardia pulchella Foug.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,2011,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Iasi: Edit. Ion Ionescu de la Brad",,Mexico | North-Central U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Southwestern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSROLWGRZ6G7YTLF5Y,Lepidium oblongum Small,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,species,ICN,Romania,RO,present,introduced,casual,transportContaminant,,,2011,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Sirbu C, Oprea A, Patriche CV, Samuil C, Vintu V (2014) Alien species of Lepidium in the Flora of Romania: Invasion history and habitat preference. Notulae Botanicae Horti Agrobotanici Cluj-Napoca, 42(1), 239-247 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Iasi: Edit. Ion Ionescu de la Brad",,Central America | Mexico | North-Central U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Southeastern U.S.A. | Southwestern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin | Paulina Anastasiu
OSRO7MPUSNQX6M1ZVA,Hibiscus moscheutos L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,species,ICN,Romania,RO,present,introduced,casual,horticulture,,,2011,2022,"Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Iasi: Edit. Ion Ionescu de la Brad, 731 pp",,Eastern Canada | Mexico | North-Central U.S.A. | Northeastern U.S.A. | South-Central U.S.A. | Southeastern U.S.A. | Southwestern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Culita Sirbu
